,organism,%_match,BP_Match,NA,NA,MM-1,Len(match),LocF,LocR,Prob,Expect
fabA_2_88,CP009685.1,100,9,0,0,1,9,4295334,4295342,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,6,14,4302460,4302468,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,3,11,4341090,4341098,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,3,11,4342033,4342041,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,1,9,4363858,4363866,964,18.3
fabA_2_88,CP009685.1,92.308,13,1,0,4,16,4375445,4375457,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,1,9,4376075,4376083,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,3,11,4383123,4383131,964,18.3
fabA_2_88,CP009685.1,92.308,13,1,0,5,17,4405155,4405167,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,3,11,4408713,4408721,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,11,19,4420060,4420068,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,5,13,4421900,4421908,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,9,17,4432298,4432306,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,1,9,4443903,4443911,964,18.3
fabA_2_88,CP009685.1,92.308,13,1,0,5,17,4464991,4465003,964,18.3
fabA_2_88,CP009685.1,92.308,13,1,0,2,14,4490396,4490408,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,9,17,4530021,4530029,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,2,10,4547699,4547707,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,2,10,4563916,4563924,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,6,14,4565068,4565076,964,18.3
fabA_2_88,CP009685.1,100,9,0,0,8,16,4634200,4634208,964,18.3
fabA_2_88,CP027060.1,100,20,0,0,1,20,3289799,3289818,2.63E-04,40.1
fabA_2_88,CP027060.1,100,14,0,0,3,16,231483,231496,1,28.2
fabA_2_88,CP027060.1,100,13,0,0,5,17,4503909,4503897,4,26.3
fabA_2_88,CP027060.1,100,12,0,0,9,20,1979571,1979560,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,1,12,2237804,2237793,16,24.3
fabA_2_88,CP027060.1,93.75,16,1,0,5,20,3193318,3193303,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,9,20,4552422,4552411,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,9,20,4595429,4595418,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,3,14,26296,26307,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,1,12,152165,152176,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,4,15,525626,525637,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,7,18,681348,681359,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,6,17,740851,740862,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,3,14,1480743,1480754,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,4,15,1914109,1914120,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,2,13,2633603,2633614,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,1,12,2722590,2722601,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,3,14,3992637,3992648,16,24.3
fabA_2_88,CP027060.1,100,12,0,0,2,13,4542848,4542859,16,24.3
fabA_2_88,CP027060.1,100,11,0,0,4,14,764641,764631,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,6,16,1037819,1037809,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,3,13,1518295,1518285,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,3,13,1638414,1638404,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,1,11,2371169,2371159,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,8,18,2447263,2447253,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,2,12,2604302,2604292,62,22.3
fabA_2_88,CP027060.1,93.333,15,1,0,2,16,2809550,2809536,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,1,11,3120092,3120082,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,4,14,3555170,3555160,62,22.3
fabA_2_88,CP027060.1,93.333,15,1,0,3,17,3785722,3785708,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,6,16,3824713,3824703,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,9,19,3999663,3999653,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,5,15,4177991,4177981,62,22.3
fabA_2_88,CP027060.1,93.333,15,1,0,5,19,4468879,4468865,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,2,12,155024,155034,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,10,20,720364,720374,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,3,13,792465,792475,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,3,13,807977,807987,62,22.3
fabA_2_88,CP027060.1,93.333,15,1,0,1,15,883374,883388,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,1,11,1262671,1262681,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,8,18,1297278,1297288,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,5,15,1540808,1540818,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,2,12,1707581,1707591,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,2,12,2326934,2326944,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,1,11,3808133,3808143,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,10,20,3934790,3934800,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,8,18,4075619,4075629,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,1,11,4269274,4269284,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,3,13,4293649,4293659,62,22.3
fabA_2_88,CP027060.1,93.333,15,1,0,1,15,4511449,4511463,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,4,14,4549457,4549467,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,1,11,4566772,4566782,62,22.3
fabA_2_88,CP027060.1,100,11,0,0,1,11,4608679,4608689,62,22.3
fabA_2_88,CP027060.1,100,10,0,0,8,17,93524,93515,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,135749,135740,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,211254,211245,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,340512,340503,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,351469,351460,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,7,16,393889,393880,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,421408,421399,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,429502,429493,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,9,18,552828,552819,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,597158,597149,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,773413,773404,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,4,13,801759,801750,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,878061,878052,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,902668,902659,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,8,17,1054754,1054745,244,20.3
fabA_2_88,CP027060.1,92.857,14,1,0,7,20,1172668,1172655,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,1191841,1191832,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,9,18,1322396,1322387,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,1373895,1373886,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,1641749,1641740,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,1649522,1649513,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,10,19,1689151,1689142,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,1830627,1830618,244,20.3
fabA_2_88,CP027060.1,92.857,14,1,0,4,17,1881788,1881775,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,1894781,1894772,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,1916153,1916144,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,1956103,1956094,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,4,13,2092561,2092552,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,2101499,2101490,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,2182877,2182868,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,2193561,2193552,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,2229476,2229467,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,2230959,2230950,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,9,18,2313162,2313153,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,2372211,2372202,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,2382637,2382628,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,2398788,2398779,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,9,18,2452753,2452744,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,2487886,2487877,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,4,13,2535533,2535524,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,2546635,2546626,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,2610715,2610706,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,2787031,2787022,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,2853344,2853335,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,2855579,2855570,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,2881280,2881271,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,3009119,3009110,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,3076755,3076746,244,20.3
fabA_2_88,CP027060.1,92.857,14,1,0,4,17,3130782,3130769,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,3146423,3146414,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,3161783,3161774,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,3171554,3171545,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,3174407,3174398,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,3271377,3271368,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,3344563,3344554,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,3426886,3426877,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,3490665,3490656,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,3647808,3647799,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,9,18,3652934,3652925,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,3748418,3748409,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,4113333,4113324,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,4150590,4150581,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,4280922,4280913,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,4307426,4307417,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,4358488,4358479,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,4395257,4395248,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,4396149,4396140,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,4399513,4399504,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,4418926,4418917,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,4524985,4524976,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,7,16,4589427,4589418,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,4623540,4623531,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,11680,11689,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,79573,79582,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,4,13,207149,207158,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,365173,365182,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,384749,384758,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,4,13,388746,388755,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,398730,398739,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,414116,414125,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,551204,551213,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,631914,631923,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,9,18,738294,738303,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,9,18,761368,761377,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,896126,896135,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,8,17,898414,898423,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,905743,905752,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,921159,921168,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,932875,932884,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,965227,965236,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,4,13,995677,995686,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,7,16,1113852,1113861,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,1226185,1226194,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,1259253,1259262,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,1313791,1313800,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,1347326,1347335,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,1435655,1435664,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,1452292,1452301,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,1457807,1457816,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,1488355,1488364,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,1543996,1544005,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,1684925,1684934,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,1748297,1748306,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,1757230,1757239,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,1916222,1916231,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,10,19,2062115,2062124,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,2134059,2134068,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,2148061,2148070,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,2249773,2249782,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,2258412,2258421,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,2345112,2345121,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,2371246,2371255,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,2393723,2393732,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,2687933,2687942,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,2769143,2769152,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,2929045,2929054,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,2963787,2963796,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,2998764,2998773,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,3001955,3001964,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,3165060,3165069,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,9,18,3225877,3225886,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,3300372,3300381,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,3333487,3333496,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,3401961,3401970,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,3463776,3463785,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,3680658,3680667,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,3714135,3714144,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,3846810,3846819,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,3862990,3862999,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,7,16,3885515,3885524,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,3994690,3994699,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,4023945,4023954,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,4024894,4024903,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,5,14,4128837,4128846,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,4143162,4143171,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,4156895,4156904,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,4186294,4186303,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,4214140,4214149,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,4224311,4224320,244,20.3
fabA_2_88,CP027060.1,92.857,14,1,0,6,19,4229276,4229289,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,4264251,4264260,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,3,12,4382766,4382775,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,4387955,4387964,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,11,20,4458446,4458455,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,4496872,4496881,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,1,10,4522396,4522405,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,6,15,4523111,4523120,244,20.3
fabA_2_88,CP027060.1,100,10,0,0,2,11,4624767,4624776,244,20.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,3785,3777,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,25480,25472,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,57817,57809,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,66355,66347,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,7,15,83903,83895,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,108689,108681,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,126913,126905,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,8,16,129083,129075,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,130591,130583,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,7,15,141531,141523,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,178310,178302,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,184922,184914,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,193082,193074,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,8,16,206343,206335,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,12,20,224287,224279,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,258225,258217,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,260676,260668,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,5,13,267688,267680,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,278064,278056,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,7,15,288086,288078,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,5,13,296053,296045,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,8,16,296110,296102,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,352727,352719,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,10,18,371372,371364,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,381132,381124,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,391134,391126,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,399984,399976,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,421000,420992,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,425341,425333,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,443265,443257,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,443682,443674,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,12,20,445104,445096,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,10,18,455060,455052,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,458716,458708,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,8,16,480756,480748,964,18.3
fabA_2_88,CP027060.1,92.308,13,1,0,2,14,481794,481782,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,486731,486723,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,9,17,490840,490832,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,501125,501117,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,9,17,541634,541626,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,552581,552573,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,555549,555541,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,650195,650187,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,658673,658665,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,683759,683751,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,697981,697973,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,716076,716068,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,716833,716825,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,736138,736130,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,743625,743617,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,748239,748231,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,752345,752337,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,8,16,760608,760600,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,771970,771962,964,18.3
fabA_2_88,CP027060.1,92.308,13,1,0,7,19,780569,780557,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,817384,817376,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,832063,832055,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,846410,846402,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,859176,859168,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,895819,895811,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,987482,987474,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,12,20,1036295,1036287,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1043409,1043401,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,1053174,1053166,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1061240,1061232,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,1062679,1062671,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,1074152,1074144,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,1126450,1126442,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,1154130,1154122,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,1160219,1160211,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,1178068,1178060,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,1188303,1188295,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,5,13,1219227,1219219,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,1226223,1226215,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,12,20,1228922,1228914,964,18.3
fabA_2_88,CP027060.1,92.308,13,1,0,2,14,1243299,1243287,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1247988,1247980,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,1256760,1256752,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,7,15,1263129,1263121,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,8,16,1277445,1277437,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,1280471,1280463,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,8,16,1334686,1334678,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,1403821,1403813,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,1404973,1404965,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,1421190,1421182,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,9,17,1438868,1438860,964,18.3
fabA_2_88,CP027060.1,92.308,13,1,0,2,14,1478493,1478481,964,18.3
fabA_2_88,CP027060.1,92.308,13,1,0,5,17,1503898,1503886,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1524987,1524979,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,9,17,1536592,1536584,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,5,13,1546990,1546982,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,1548830,1548822,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,1560177,1560169,964,18.3
fabA_2_88,CP027060.1,92.308,13,1,0,5,17,1563735,1563723,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,1585767,1585759,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1592815,1592807,964,18.3
fabA_2_88,CP027060.1,92.308,13,1,0,4,16,1593445,1593433,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1605032,1605024,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,1626857,1626849,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,1627800,1627792,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,1666430,1666422,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1673556,1673548,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,6,14,1679000,1678992,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1680805,1680797,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,1705245,1705237,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,1706621,1706613,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,7,15,1733225,1733217,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,10,18,1737878,1737870,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,10,18,1740120,1740112,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,1775043,1775035,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1807616,1807608,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,8,16,1815197,1815189,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,5,13,1816841,1816833,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,1,9,1818700,1818692,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,1849714,1849706,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,3,11,1950286,1950278,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,1961859,1961851,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,4,12,1976540,1976532,964,18.3
fabA_2_88,CP027060.1,92.308,13,1,0,3,15,1988060,1988048,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,1990769,1990761,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,11,19,2001414,2001406,964,18.3
fabA_2_88,CP027060.1,100,9,0,0,2,10,2016486,2016478,964,18.3
