Gene ID,Gene,Colonies,Attemps,Percent,LB_22hr,MOPS_24hr,MOPS_48hr,,,,,,,
ECK3913,yiiR,6,8,75.0 ,0.811 ,0.329 ,0.475 ,,,,,,,
ECK3912,yiiQ,2,4,50.0 ,0.771 ,0.432 ,0.457 ,,,,,,,
ECK3911,tpiA,5,8,62.5 ,0.525 ,0.345 ,0.321 ,,,,,,,
ECK3910,cdh,8,8,100.0 ,0.715 ,0.249 ,0.194 ,,,,,,,
ECK3909,sbp,8,8,100.0 ,0.773 ,0.302 ,0.575 ,,,,,,,
ECK3908,pfkA,6,8,75.0 ,0.858 ,0.087 ,0.554 ,,,,,,,
ECK3907,fieF,7,8,87.5 ,0.750 ,0.327 ,0.289 ,,,,,,,
ECK3906,cpxP,8,8,100.0 ,0.726 ,0.286 ,0.230 ,,,,,,,
ECK3905,cpxR,4,8,50.0 ,0.717 ,0.282 ,0.282 ,,,,,,,
ECK3904,cpxA,8,8,100.0 ,0.413 ,0.308 ,0.287 ,,,,,,,
ECK3903,yiiM,6,8,75.0 ,0.694 ,0.229 ,0.135 ,,,,,,,
ECK3902,kdgT,7,8,87.5 ,0.663 ,0.276 ,0.267 ,,,,,,,
ECK3901,sodA,4,4,100.0 ,0.755 ,0.256 ,0.308 ,,,,,,,
ECK3900,rhaT,7,8,87.5 ,0.748 ,0.370 ,0.610 ,,,,,,,
ECK3899,rhaR,4,4,100.0 ,0.774 ,0.200 ,0.285 ,5'_overlap,,,,,,
ECK3898,rhaS,8,8,100.0 ,0.768 ,0.449 ,0.451 ,,,,,,,
ECK3897,rhaB,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (Genotypically disrupted),,,,,,
ECK3896,rhaA,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (Genotypically disrupted),,,,,,
ECK3895,rhaD,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (Genotypically disrupted),,,,,,
ECK3894,yiiL,6,8,75.0 ,0.810 ,0.286 ,0.316 ,,,,,,,
ECK3893,frvA,8,8,100.0 ,0.735 ,0.309 ,0.319 ,,,,,,,
ECK3892,frvB,8,8,100.0 ,0.691 ,0.235 ,0.217 ,,,,,,,
ECK3891,frvX,4,4,100.0 ,0.794 ,0.281 ,0.317 ,5'_overlap,,,,,,
ECK3890,frvR,3,8,37.5 ,0.854 ,0.377 ,0.562 ,,,,,,,
ECK3889,yiiG,8,8,100.0 ,0.645 ,0.422 ,0.437 ,,,,,,,
ECK3888,fdhD,4,8,50.0 ,0.745 ,0.158 ,0.203 ,,,,,,,
ECK3887,fdoG,5,8,62.5 ,0.824 ,0.226 ,0.211 ,,,,,,,
ECK3886,fdoH,7,8,87.5 ,0.706 ,0.383 ,0.257 ,,,,,,,
ECK3885,fdoI,8,8,100.0 ,0.785 ,0.182 ,0.197 ,,,,,,,
ECK3884,fdhE,8,8,100.0 ,0.778 ,0.260 ,0.245 ,,,,,,,
ECK3883,yiiF,7,8,87.5 ,0.644 ,0.203 ,0.310 ,,,,,,,
ECK3882,yiiE,8,8,100.0 ,0.645 ,0.260 ,0.361 ,,,,,,,
none,none,8,8,100.0 ,0.604 ,0.457 ,0.703 ,,,,,,,
ECK3881,yiiD,2,8,25.0 ,0.717 ,0.283 ,0.341 ,,,,,,,
ECK3880,dtd,6,8,75.0 ,0.838 ,0.303 ,0.333 ,,,,,,,
ECK3879,rbn,7,8,87.5 ,0.874 ,0.349 ,0.530 ,5'_overlap,,,,,,
ECK3878,yihX,7,8,87.5 ,0.689 ,0.382 ,0.304 ,,,,,,,
ECK3877,yihW,8,8,100.0 ,0.482 ,0.475 ,0.709 ,,,,,,,
ECK3876,yihV,8,8,100.0 ,0.731 ,0.280 ,0.411 ,,,,,,,
ECK3875,yihU,7,8,87.5 ,0.810 ,0.348 ,0.450 ,,,,,,,
ECK3874,yihT,6,8,75.0 ,0.721 ,0.245 ,0.345 ,,,,,,,
ECK3873,yihS,8,8,100.0 ,0.835 ,0.347 ,0.150 ,,,,,,,
ECK3872,yihR,8,8,100.0 ,0.826 ,0.209 ,0.263 ,,,,,,,
ECK3871,yihQ,6,8,75.0 ,0.807 ,0.344 ,0.461 ,,,,,,,
ECK3870,yihP,6,8,75.0 ,0.832 ,0.253 ,0.280 ,,,,,,,
ECK3869,yihO,8,8,100.0 ,0.725 ,0.232 ,0.335 ,,,,,,,
ECK3868,ompL,6,8,75.0 ,0.792 ,0.265 ,0.108 ,,,,,,,
ECK3867,yihN,6,8,75.0 ,0.605 ,0.376 ,0.482 ,,,,,,,
ECK3866,yihM,8,8,100.0 ,0.742 ,0.271 ,0.284 ,,,,,,,
ECK3865,yihL,7,8,87.5 ,0.832 ,0.368 ,0.469 ,,,,,,,
ECK3864,bipA,8,8,100.0 ,0.686 ,0.223 ,0.111 ,,,,,,,
ECK3863,glnA,5,8,62.5 ,0.387 ,0.005 ,0.015 ,,,,,,,
ECK3862,glnL,5,8,62.5 ,0.841 ,0.250 ,0.396 ,,,,,,,
ECK3861,glnG,5,8,62.5 ,0.802 ,0.234 ,0.226 ,,,,,,,
none,none,7,8,87.5 ,0.659 ,0.196 ,0.235 ,,,,,,,
ECK3860,hemN,7,8,87.5 ,0.762 ,0.388 ,0.619 ,,,,,,,
ECK3859,yihI,2,8,25.0 ,0.720 ,0.245 ,0.252 ,,,,,,,
ECK3857,yihA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3855,polA,2,8,25.0 ,0.812 ,0.428 ,0.594 ,,,,,,,
ECK3854,yihG,7,8,87.5 ,0.636 ,0.237 ,0.243 ,,,,,,,
ECK3853,yihF,8,8,100.0 ,0.748 ,0.258 ,0.249 ,,,,,,,
ECK3852,dsbA,7,8,87.5 ,0.316 ,0.628 ,1.078 ,,,,,,,
ECK3851,yihE,2,8,25.0 ,0.793 ,0.413 ,0.562 ,,,,,,,
ECK3850,yihD,7,8,87.5 ,0.777 ,0.264 ,0.276 ,,,,,,,
ECK3849,mobA,6,8,75.0 ,0.767 ,0.336 ,0.389 ,,,,,,,
ECK3848,mobB,8,8,100.0 ,0.631 ,0.207 ,0.280 ,,,,,,,
ECK3842,hemG,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3841,trkH,7,8,87.5 ,0.684 ,0.236 ,0.291 ,,,,,,,
ECK3840,yigZ,8,8,100.0 ,0.697 ,0.367 ,0.450 ,,,,,,,
ECK3839,pepQ,3,4,75.0 ,0.760 ,0.286 ,0.308 ,,,,,,,
ECK3838,fadB,5,8,62.5 ,0.733 ,0.320 ,0.344 ,,,,,,,
ECK3837,fadA,5,8,62.5 ,0.741 ,0.347 ,0.419 ,,,,,,,
ECK3836,fre,8,8,100.0 ,0.651 ,0.255 ,0.249 ,,,,,,,
ECK3835,ubiD,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3834,rfaH,8,8,100.0 ,0.260 ,0.222 ,0.203 ,,,,,,,
ECK3833,tatD,8,8,100.0 ,0.785 ,0.431 ,0.504 ,,,,,,,
ECK3832,tatC,8,8,100.0 ,0.665 ,0.165 ,0.180 ,,,,,,,
ECK3831,tatB,8,8,100.0 ,0.655 ,0.220 ,0.205 ,,,,,,,
ECK3830,tatA,8,8,100.0 ,0.797 ,0.382 ,0.397 ,,,,,,,
ECK3829,ubiB,0,8,0.0 ,N.A.,N.A.,N.A.,KN-primer redesign,,,,,,
ECK3828,yigP,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3827,ubiE,6,8,75.0 ,0.294 ,0.088 ,0.091 ,,,,,,,
ECK3826,rmuC,7,8,87.5 ,0.790 ,0.240 ,0.188 ,,,,,,,
ECK3825,udp,7,8,87.5 ,0.773 ,0.330 ,0.443 ,,,,,,,
ECK3824,ysgA,2,8,25.0 ,0.759 ,0.357 ,0.237 ,,,,,,,
ECK3823,metE,6,8,75.0 ,0.826 ,0.008 ,0.009 ,,,,,,,
ECK3822,metR,4,4,100.0 ,0.768 ,0.011 ,0.006 ,3'_overlap,,,,,,
ECK3821,yigM,8,8,100.0 ,0.792 ,0.390 ,0.541 ,3'_overlap,,,,,,
ECK3820,yigL,7,8,87.5 ,0.841 ,0.167 ,0.361 ,,,,,,,
ECK3819,pldB,7,8,87.5 ,0.797 ,0.243 ,0.192 ,,,,,,,
ECK3818,rhtB,5,8,62.5 ,0.768 ,0.359 ,0.441 ,,,,,,,
ECK3817,rhtC,2,8,25.0 ,0.768 ,0.277 ,0.326 ,,,,,,,
ECK3816,recQ,6,8,75.0 ,0.788 ,0.290 ,0.341 ,,,,,,,
ECK3815,pldA,7,8,87.5 ,0.812 ,0.304 ,0.234 ,,,,,,,
ECK3814,yigI,8,8,100.0 ,0.741 ,0.337 ,0.422 ,,,,,,,
ECK3813,rarD,8,8,100.0 ,0.860 ,0.204 ,0.109 ,,,,,,,
ECK3812,yigG,8,8,100.0 ,0.674 ,0.278 ,0.328 ,,,,,,,
ECK3811,yigF,4,8,50.0 ,0.747 ,0.229 ,0.136 ,,,,,,,
ECK3810,corA,8,8,100.0 ,0.779 ,0.327 ,0.320 ,,,,,,,
ECK3809,yigE,8,8,100.0 ,0.761 ,0.277 ,0.356 ,,,,,,,
ECK3808,uvrD,4,4,100.0 ,0.660 ,0.153 ,0.124 ,,,,,,,
ECK3807,yigB,6,8,75.0 ,0.725 ,0.254 ,0.271 ,,,,,,,
ECK3806,xerC,8,8,100.0 ,0.678 ,0.221 ,0.197 ,,,,,,,
ECK3805,yigA,7,8,87.5 ,0.593 ,0.214 ,0.112 ,,,,,,,
ECK3804,dapF,8,8,100.0 ,0.690 ,0.291 ,0.282 ,,,,,,,
ECK3803,yifL,5,8,62.5 ,0.720 ,0.518 ,0.839 ,,,,,,,
ECK3802,yzcX,7,8,87.5 ,0.680 ,0.390 ,0.418 ,5'_overlap,,,,,,
ECK3801,cyaY,4,8,50.0 ,0.755 ,0.372 ,0.455 ,5'_overlap,,,,,,
ECK3800,cyaA,3,8,37.5 ,0.324 ,0.455 ,0.295 ,,,,,,,
ECK3799,hemC,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3798,hemD,0,8,0.0 ,N.A.,N.A.,N.A.,KN-primer redesign,,,,,,
ECK3797,hemX,5,8,62.5 ,0.809 ,0.294 ,0.329 ,,,,,,,
ECK3796,hemY,4,8,50.0 ,0.768 ,0.230 ,0.369 ,,,,,,,
ECK3794,aslA,7,8,87.5 ,0.566 ,0.514 ,0.763 ,,,,,,,
ECK3793,aslB,5,8,62.5 ,0.832 ,0.320 ,0.342 ,,,,,,,
ECK3788,yifK,3,4,75.0 ,0.788 ,0.277 ,0.325 ,,,,,,,
ECK3787,rffM,8,8,100.0 ,0.702 ,0.211 ,0.244 ,,,,,,,
ECK3786,wzyE,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3785,rffT,6,8,75.0 ,0.508 ,0.347 ,0.254 ,,,,,,,
ECK3784,wzxE,8,8,100.0 ,0.713 ,0.286 ,0.303 ,,,,,,,
ECK3783,rffA,7,8,87.5 ,0.531 ,0.327 ,0.336 ,,,,,,,
ECK3782,rffC,6,8,75.0 ,0.344 ,0.231 ,0.221 ,,,,,,,
ECK3781,rffH,6,8,75.0 ,0.715 ,0.311 ,0.335 ,,,,,,,
ECK3780,rffG,7,8,87.5 ,0.901 ,0.360 ,0.423 ,,,,,,,
ECK3779,rffD,6,8,75.0 ,0.732 ,0.227 ,0.273 ,,,,,,,
ECK3778,rffE,7,8,87.5 ,0.703 ,0.295 ,0.360 ,,,,,,,
ECK3777,wzzE,8,8,100.0 ,0.818 ,0.296 ,0.336 ,,,,,,,
ECK3776,rfe,5,8,62.5 ,0.725 ,0.227 ,0.218 ,,,,,,,
ECK3775,rho,6,8,75.0 ,0.714 ,0.284 ,0.319 ,,,,,,,
ECK3774,rhoL,7,8,87.5 ,0.689 ,0.518 ,0.863 ,,,,,,,
ECK3773,trxA,7,8,87.5 ,0.742 ,0.216 ,0.218 ,,,,,,,
ECK3772,rhlB,8,8,100.0 ,0.860 ,0.378 ,0.488 ,,,,,,,
ECK3771,gpp,8,8,100.0 ,0.793 ,0.274 ,0.373 ,,,,,,,
ECK3770,rep,4,4,100.0 ,0.448 ,0.370 ,0.452 ,,,,,,,
ECK3769,yifN,6,8,75.0 ,0.781 ,0.393 ,0.469 ,3'_overlap,,,,,,
ECK3768,yifO,8,8,100.0 ,0.636 ,0.326 ,0.472 ,5'_overlap,,,,,,
ECK3767,ppiC,7,8,87.5 ,0.807 ,0.453 ,0.470 ,,,,,,,
ECK3766,ilvC,4,8,50.0 ,0.775 ,0.020 ,0.037 ,,,,,,,
ECK3765,ilvY,4,4,100.0 ,0.836 ,0.217 ,0.242 ,,,,,,,
ECK3764,ilvA,7,8,87.5 ,0.751 ,0.014 ,0.014 ,,,,,,,
ECK3763,ilvD,8,8,100.0 ,0.758 ,0.013 ,0.007 ,,,,,,,
ECK3762,ilvE,6,8,75.0 ,0.800 ,0.007 ,0.016 ,,,,,,,
ECK3761,ilvM,7,8,87.5 ,0.754 ,0.371 ,0.625 ,,,,,,,
ECK3760,ilvG,5,8,62.5 ,0.748 ,0.394 ,0.486 ,,,,,,,
ECK3760,ilvG,8,8,100.0 ,0.789 ,0.426 ,0.456 ,,,,,,,
ECK3759,ilvL,8,8,100.0 ,0.711 ,0.205 ,0.226 ,,,,,,,
ECK3758,yifB,7,8,87.5 ,0.738 ,0.277 ,0.302 ,,,,,,,
ECK3757,yifE,8,8,100.0 ,0.678 ,0.298 ,0.412 ,,,,,,,
ECK3756,hdfR,5,8,62.5 ,0.721 ,0.216 ,0.157 ,,,,,,,
ECK3749,yieP,5,8,62.5 ,0.677 ,0.290 ,0.212 ,,,,,,,
ECK3748,hsrA,5,8,62.5 ,0.800 ,0.303 ,0.228 ,3'_overlap,,,,,,
ECK3747,rbsR,4,4,100.0 ,0.842 ,0.261 ,0.274 ,3'_overlap,,,,,,
ECK3746,rbsK,5,8,62.5 ,0.596 ,0.316 ,0.258 ,,,,,,,
ECK3745,rbsB,8,8,100.0 ,0.937 ,0.319 ,0.427 ,,,,,,,
ECK3744,rbsC,5,8,62.5 ,0.527 ,0.430 ,0.757 ,,,,,,,
ECK3743,rbsA,6,8,75.0 ,0.497 ,0.280 ,0.275 ,,,,,,,
ECK3742,rbsD,5,8,62.5 ,0.688 ,0.343 ,0.594 ,,,,,,,
ECK3741,trkD,8,8,100.0 ,0.702 ,0.338 ,0.320 ,,,,,,,
ECK3740,yieN,5,8,62.5 ,0.767 ,0.278 ,0.309 ,,,,,,,
ECK3739,yieM,7,8,87.5 ,0.783 ,0.338 ,0.327 ,5'_overlap,,,,,,
ECK3738,asnA,5,8,62.5 ,0.726 ,0.331 ,0.401 ,,,,,,,
ECK3737,asnC,4,4,100.0 ,0.835 ,0.343 ,0.360 ,,,,,,,
ECK3736,mioC,8,8,100.0 ,0.855 ,0.257 ,0.261 ,,,,,,,
ECK3734,gidA,7,8,87.5 ,0.790 ,0.284 ,0.285 ,,,,,,,
ECK3733,gidB,8,8,100.0 ,0.499 ,0.321 ,0.427 ,,,,,,,
ECK3732,atpI,8,8,100.0 ,0.784 ,0.295 ,0.297 ,,,,,,,
ECK3731,atpB,8,8,100.0 ,0.229 ,0.014 ,0.054 ,,,,,,,
ECK3730,atpE,7,8,87.5 ,0.233 ,0.016 ,0.192 ,,,,,,,
ECK3729,atpF,3,8,37.5 ,0.259 ,0.180 ,0.206 ,,,,,,,
ECK3728,atpH,4,8,50.0 ,0.315 ,0.196 ,0.280 ,,,,,,,
ECK3727,atpA,5,8,62.5 ,0.314 ,0.143 ,0.260 ,,,,,,,
ECK3726,atpG,2,8,25.0 ,0.186 ,0.194 ,0.150 ,,,,,,,
ECK3725,atpD,8,8,100.0 ,0.237 ,0.104 ,0.148 ,,,,,,,
ECK3724,atpC,7,8,87.5 ,0.127 ,0.038 ,0.044 ,,,,,,,
ECK3723,glmU,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3722,glmS,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3721,pstS,8,8,100.0 ,0.636 ,0.310 ,0.283 ,,,,,,,
ECK3720,pstC,7,8,87.5 ,0.658 ,0.308 ,0.299 ,,,,,,,
ECK3719,pstA,6,8,75.0 ,0.616 ,0.273 ,0.441 ,,,,,,,
ECK3718,pstB,4,8,50.0 ,0.853 ,0.303 ,0.278 ,,,,,,,
ECK3717,phoU,4,8,50.0 ,0.587 ,0.307 ,0.312 ,,,,,,,
ECK3716,bglG,2,4,50.0 ,0.812 ,0.279 ,0.323 ,,,,,,,
ECK3715,bglF,7,8,87.5 ,0.709 ,0.333 ,0.422 ,,,,,,,
ECK3714,bglB,8,8,100.0 ,0.809 ,0.285 ,0.324 ,,,,,,,
ECK3713,bglH,3,4,75.0 ,0.803 ,0.300 ,0.319 ,,,,,,,
ECK3712,yieL,8,8,100.0 ,0.762 ,0.333 ,0.256 ,,,,,,,
ECK3711,yieK,7,8,87.5 ,0.845 ,0.280 ,0.180 ,,,,,,,
ECK3710,cbrC,6,8,75.0 ,0.738 ,0.301 ,0.421 ,,,,,,,
ECK3709,yieI,7,8,87.5 ,0.791 ,0.404 ,0.457 ,,,,,,,
ECK3708,yieH,6,8,75.0 ,0.622 ,0.349 ,0.343 ,,,,,,,
ECK3707,yieG,5,8,62.5 ,0.570 ,0.295 ,0.322 ,,,,,,,
ECK3706,yieF,6,8,75.0 ,0.551 ,0.363 ,0.450 ,,,,,,,
ECK3705,yieE,6,8,75.0 ,0.720 ,0.310 ,0.462 ,,,,,,,
ECK0358,insD,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0357,insC,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK3704,yidZ,4,4,100.0 ,0.775 ,0.367 ,0.326 ,5'_overlap,,,,,,
ECK3703,mdtL,2,8,25.0 ,0.691 ,0.301 ,0.291 ,3'_overlap,,,,,,
ECK3702,tnaB,2,8,25.0 ,0.566 ,0.240 ,0.206 ,5'_overlap; Primer in W3110 includes IS sequence,,,,,,
ECK0261,insH,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK3702,tnaB,0,8,0.0 ,N.A.,N.A.,N.A.,Primer in W3110 includes IS sequence,,,,,,
ECK3701,tnaA,3,8,37.5 ,0.766 ,0.332 ,0.333 ,,,,,,,
ECK0261,insH,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK3700,tnaC,7,8,87.5 ,0.798 ,0.292 ,0.364 ,,,,,,,
ECK3699,trmE,7,8,87.5 ,0.739 ,0.288 ,0.363 ,,,,,,,
ECK3698,yidC,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3697,yidD,2,8,25.0 ,0.534 ,0.331 ,0.134 ,KN-primer redesign,,,,,,
ECK3696,rnpA,0,8,0.0 ,N.A.,N.A.,N.A.,3'_overlap,,,,,,
ECK3695,rpmH,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3694,dnaA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3693,dnaN,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3692,recF,8,8,100.0 ,0.671 ,0.218 ,0.098 ,,,,,,,
ECK3691,gyrB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3690,yidB,8,8,100.0 ,0.762 ,0.374 ,0.419 ,,,,,,,
ECK3689,yidA,8,8,100.0 ,0.708 ,0.358 ,0.261 ,,,,,,,
ECK3688,yidX,8,8,100.0 ,0.836 ,0.268 ,0.191 ,,,,,,,
ECK3687,dgoR,8,8,100.0 ,0.692 ,0.419 ,0.605 ,,,,,,,
ECK3686,dgoK,3,4,75.0 ,0.764 ,0.325 ,0.320 ,,,,,,,
ECK3685,dgoA,8,8,100.0 ,0.820 ,0.265 ,0.275 ,5'_overlap,,,,,,
ECK3684,dgoD,8,8,100.0 ,0.727 ,0.286 ,0.321 ,,,,,,,
ECK3683,dgoT,8,8,100.0 ,0.716 ,0.224 ,0.322 ,,,,,,,
ECK3682,cbrA,8,8,100.0 ,0.757 ,0.456 ,0.617 ,,,,,,,
ECK3681,yidR,8,8,100.0 ,0.746 ,0.298 ,0.443 ,,,,,,,
ECK3680,yidQ,8,8,100.0 ,0.633 ,0.544 ,0.868 ,,,,,,,
ECK3679,ibpA,8,8,100.0 ,0.795 ,0.367 ,0.391 ,,,,,,,
ECK3678,ibpB,7,8,87.5 ,0.811 ,0.370 ,0.377 ,,,,,,,
ECK3677,yidE,4,8,50.0 ,0.817 ,0.366 ,0.408 ,,,,,,,
ECK3676,yidP,5,8,62.5 ,0.781 ,0.305 ,0.356 ,,,,,,,
ECK3675,glvC,6,8,75.0 ,0.716 ,0.428 ,0.515 ,,,,,,,
ECK3674,glvB,6,8,75.0 ,0.745 ,0.378 ,0.419 ,,,,,,,
ECK3673,glvG,6,8,75.0 ,0.741 ,0.317 ,0.343 ,3'_overlap,,,,,,
ECK3672,ysdC,2,8,25.0 ,0.788 ,0.358 ,0.407 ,5'_overlap,,,,,,
ECK3671,yidL,8,8,100.0 ,0.781 ,0.313 ,0.366 ,,,,,,,
ECK3670,yidK,7,8,87.5 ,0.740 ,0.242 ,0.158 ,,,,,,,
ECK3669,yidJ,6,8,75.0 ,0.691 ,0.242 ,0.314 ,,,,,,,
ECK3668,yidI,3,8,37.5 ,0.665 ,0.299 ,0.203 ,,,,,,,
ECK3667,yidH,8,8,100.0 ,0.651 ,0.178 ,0.230 ,,,,,,,
ECK3666,yidG,3,8,37.5 ,0.680 ,0.234 ,0.235 ,5'_overlap,,,,,,
ECK3665,yidF,3,8,37.5 ,0.763 ,0.272 ,0.331 ,,,,,,,
ECK3664,emrD,8,8,100.0 ,0.580 ,0.467 ,0.668 ,,,,,,,
none,none,7,8,87.5 ,0.801 ,0.257 ,0.246 ,5'_overlap,,,,,,
ECK3663,ivbL,3,8,37.5 ,0.843 ,0.305 ,0.333 ,5'_overlap,,,,,,
ECK3662,ilvB,7,8,87.5 ,0.788 ,0.366 ,0.413 ,,,,,,,
ECK3661,ilvN,8,8,100.0 ,0.776 ,0.377 ,0.636 ,,,,,,,
ECK3660,uhpA,7,8,87.5 ,0.786 ,0.365 ,0.564 ,,,,,,,
ECK3659,uhpB,5,8,62.5 ,0.713 ,0.218 ,0.297 ,,,,,,,
ECK3658,uhpC,8,8,100.0 ,0.612 ,0.662 ,0.666 ,,,,,,,
ECK3657,uhpT,3,8,37.5 ,0.819 ,0.389 ,0.326 ,,,,,,,
ECK3656,ade,2,8,25.0 ,0.735 ,0.246 ,0.304 ,,,,,,,
ECK3655,yicO,6,8,75.0 ,0.790 ,0.243 ,0.233 ,,,,,,,
ECK3654,yicN,7,8,87.5 ,0.786 ,0.324 ,0.448 ,,,,,,,
ECK3653,yicM,8,8,100.0 ,0.701 ,0.179 ,0.151 ,,,,,,,
ECK3652,yicS,6,8,75.0 ,0.664 ,0.191 ,0.244 ,,,,,,,
none,none,4,8,50.0 ,0.799 ,0.292 ,0.146 ,,,,,,,
ECK3651,nlpA,5,8,62.5 ,0.796 ,0.408 ,0.515 ,,,,,,,
ECK3650,yicL,7,8,87.5 ,0.775 ,0.248 ,0.242 ,,,,,,,
ECK3649,setC,4,8,50.0 ,0.689 ,0.280 ,0.383 ,,,,,,,
ECK3647,yicJ,8,8,100.0 ,0.746 ,0.226 ,0.223 ,,,,,,,
ECK3646,yicI,8,8,100.0 ,0.774 ,0.321 ,0.356 ,,,,,,,
ECK3645,yicH,3,8,37.5 ,0.704 ,0.458 ,0.367 ,,,,,,,
ECK3644,yicE,8,8,100.0 ,0.867 ,0.355 ,0.374 ,,,,,,,
ECK3643,gltS,7,8,87.5 ,0.758 ,0.401 ,0.432 ,,,,,,,
ECK3642,recG,8,8,100.0 ,0.783 ,0.242 ,0.344 ,,,,,,,
ECK3641,trmH,8,8,100.0 ,0.772 ,0.223 ,0.313 ,,,,,,,
ECK3640,spoT,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3639,rpoZ,6,8,75.0 ,0.723 ,0.337 ,0.406 ,,,,,,,
ECK3638,gmk,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3637,ligB,8,8,100.0 ,0.794 ,0.245 ,0.212 ,,,,,,,
ECK3636,yicG,5,8,62.5 ,0.727 ,0.314 ,0.374 ,,,,,,,
ECK3635,dinD,8,8,100.0 ,0.786 ,0.383 ,0.368 ,,,,,,,
ECK3634,yicC,7,8,87.5 ,0.677 ,0.436 ,0.702 ,,,,,,,
ECK3633,rph,6,8,75.0 ,0.740 ,0.367 ,0.503 ,,,,,,,
ECK3632,pyrE,8,8,100.0 ,0.455 ,0.005 ,0.018 ,,,,,,,
ECK3631,ttk,7,8,87.5 ,0.781 ,0.280 ,0.280 ,,,,,,,
ECK3630,dut,0,8,0.0 ,N.A.,N.A.,N.A.,5'_overlap,,,,,,
ECK3629,dfp,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3628,yicR,8,8,100.0 ,0.748 ,0.431 ,0.478 ,,,,,,,
ECK3627,rpmB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3626,rpmG,8,8,100.0 ,0.727 ,0.217 ,0.134 ,,,,,,,
ECK3625,mutM,2,8,25.0 ,0.765 ,0.230 ,0.250 ,,,,,,,
ECK3624,coaD,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3623,kdtA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3622,rfaQ,6,8,75.0 ,0.777 ,0.359 ,0.490 ,,,,,,,
ECK3621,rfaG,8,8,100.0 ,0.478 ,0.323 ,0.449 ,,,,,,,
ECK3620,rfaP,8,8,100.0 ,0.464 ,0.312 ,0.327 ,5'_overlap,,,,,,
ECK3619,rfaS,5,8,62.5 ,0.825 ,0.252 ,0.391 ,,,,,,,
ECK3618,rfaB,6,8,75.0 ,0.669 ,0.485 ,0.642 ,,,,,,,
ECK3617,rfaI,5,8,62.5 ,0.670 ,0.270 ,0.351 ,,,,,,,
ECK3616,rfaJ,5,8,62.5 ,0.757 ,0.324 ,0.319 ,,,,,,,
ECK3615,rfaY,8,8,100.0 ,0.861 ,0.322 ,0.366 ,,,,,,,
ECK3614,rfaZ,4,8,50.0 ,0.775 ,0.322 ,0.383 ,,,,,,,
ECK3613,rfaK,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3612,rfaL,6,8,75.0 ,0.775 ,0.407 ,0.452 ,,,,,,,
ECK3611,rfaC,7,8,87.5 ,0.293 ,0.265 ,0.271 ,,,,,,,
ECK3610,rfaF,6,8,75.0 ,0.365 ,0.248 ,0.326 ,,,,,,,
ECK3609,rfaD,8,8,100.0 ,0.325 ,0.188 ,0.176 ,,,,,,,
ECK3608,htrL,7,8,87.5 ,0.882 ,0.377 ,0.474 ,,,,,,,
ECK3607,kbl,4,8,50.0 ,0.664 ,0.299 ,0.326 ,,,,,,,
ECK3606,tdh,4,8,50.0 ,0.771 ,0.325 ,0.365 ,,,,,,,
ECK3605,yibD,8,8,100.0 ,0.708 ,0.317 ,0.399 ,,,,,,,
ECK3604,yibQ,8,8,100.0 ,0.685 ,0.433 ,0.445 ,,,,,,,
ECK3603,envC,7,8,87.5 ,0.666 ,0.161 ,0.156 ,,,,,,,
ECK3602,gpmI,7,8,87.5 ,0.753 ,0.303 ,0.292 ,,,,,,,
ECK3601,yibN,7,8,87.5 ,0.646 ,0.239 ,0.387 ,,,,,,,
